x_0,x_1,y
9.219556301327502,2.581581676584783,0.5
1.4077045777121333,0.37747316967433386,0.5
2.2489680573040727,5.83195161883046,0.5
5.58134158128215,2.2996141540103423,0.5
7.640930002129815,1.481339220163831,0.5
6.1935130593629895,6.538299638276777,0.5
2.3213391280015614,6.812092578215489,0.5
0.009430425274903342,7.52154892257666,0.5
7.571505803074392,5.035768963385915,0.5
9.852073259110938,8.940546052038865,0.5
8.099131203060905,9.363427533982279,0.5
4.602066181566153,8.073709397924894,0.5
9.037672613991067,6.355934820081872,0.5
4.0984767311835,3.0372095359118867,0.5
5.249340842434675,9.829449216202212,0.5
4.771297673956832,2.7413616719193836,0.5
4.476238726655249,2.0265692199043106,0.5
7.751907692939057,4.421541137865828,0.5
5.26768907269492,0.5684057071238846,0.5
3.1671712202521607,9.784944646717907,0.5
