x_0,x_1,y
8.506005483015567,1.9159494968442303,0.7948574
8.034235690981628,9.43379718994751,0.9837982
4.880834771971446,4.014381619988649,-0.9858465
3.814382981490072,5.283989834014866,-0.6231707
8.313762837143706,1.2273931954430894,0.89614964
4.902014585562668,5.401074389217909,-0.98207486
2.4637139862798185,6.112067518581934,0.62714213
5.073435323222163,9.97701541808524,-0.9355277
1.4184982191924211,9.751924110715265,0.988425
6.916294905987988,9.663972918742873,0.59165454
3.3592128162390633,3.483880601020574,-0.21590653
2.606587984474543,9.912664987450434,0.5098451
9.56508746234745,4.554781515951109,-0.13984959
7.768809957583076,8.518362587619006,0.9963751
7.870695027239316,2.16319969018972,0.99986035
6.237219692791834,5.058331796566024,-0.04594943
8.39172810510297,9.660120961276053,0.85886514
7.591624811633812,9.470313969234276,0.9657814
5.987737041336166,6.837348778214267,-0.29116872
9.611244018517173,7.978143225530598,-0.18538737
