x_0,x_1,y
4.157751035233219,2.043163833989703,0.59247476
4.289443334301443,5.078050639587791,0.9992039
5.4090500383808084,4.19271661166022,0.29863015
6.964298070361073,0.18124041045729733,-0.7395192
7.021460961818295,7.927581135728127,0.97055566
1.7169390770544957,0.6904590631459973,0.47510538
5.0011275207662695,4.7425502097695365,-0.9581339
4.119580950341019,5.606782949389499,-0.9789908
8.705269662693842,6.284264566145871,0.684311
6.314189212183764,6.886316293078756,0.42947304
5.325040664159818,2.532723835227151,-0.6870561
1.1539464217891737,0.09978776658449373,0.43591976
6.056378893234115,7.2344366235491195,0.9059299
1.1720390568023342,5.356565993475786,0.3518551
3.3720657556575206,8.361177032072488,-0.76724803
1.4284196481433187,8.213883629006943,-0.9325273
6.920736470243689,8.433261677878832,-0.77805907
2.062521138361526,4.850946599795401,-0.98737
3.91859373188026,3.3362839583686563,0.9515457
8.956747776187786,7.9155820259137,-0.97629136
