x_0,x_1,y
1.4934906548990157,2.966786573346978,0.4722863
2.2219903064249893,3.136514086445205,0.49644724
8.790932903583894,5.957744348592239,0.7750819
6.743210994316085,5.7997671231447,0.76341057
4.989187102566738,9.235086937027555,0.965441
2.108933921274523,7.90036313976274,0.8976471
3.4140965658225806,8.568476646029737,0.9329036
5.743304982873592,8.912286136110094,0.94998914
1.5531259390466845,8.012766725549804,0.9037825
4.817440798981889,3.328812610571077,0.52228934
4.089743941380224,2.1501297133450006,0.33246467
4.766873414276183,5.71767338021047,0.7572193
1.0556082128029942,6.895683164533187,0.8385773
1.0649708704502858,3.865679689631658,0.58722585
9.641109527463213,8.483386499645103,0.92856926
9.793677337247686,9.605665928179834,0.9825275
4.261646579118183,5.69395726137352,0.7554142
7.889954536508373,4.565920622162183,0.6595284
6.5579142692307695,8.428871169425179,0.9257694
1.1691685461838897,0.2426954698938666,-0.6149383
