x_0,x_1,y
4.605091599081788,3.0108718046521368,-0.97706276
4.292107795416998,1.0962498633000228,-0.667044
8.973389655687686,4.898941421308249,0.61943257
2.884583504181284,3.7869066333300228,0.8707758
2.490199621067708,6.948870858072801,0.26481324
9.391974328257621,8.175945469515462,0.99784863
8.092458367534826,5.442497144956385,-0.88839763
8.206255930671947,0.3219642208733686,-0.761904
1.9519381427592553,6.189223562347216,-0.7232609
1.432959914309344,0.5539073002093919,-0.9622423
0.260295498171349,6.1635632359902495,0.8675254
2.3704150891868006,6.850299492691885,0.028437363
7.7419049171432475,1.9776762761751843,-0.9749826
2.4003841876414977,8.19346148721771,0.08826438
7.291032835948762,9.110851315740486,-0.43036646
2.5190826536742152,8.130869641138197,0.32004437
3.952924979506717,3.0510919021208216,-0.05184507
9.831622899114084,5.866430124456344,0.6868212
2.448117312841356,9.148151491912277,0.18281175
3.7637062729826765,3.206647262228499,0.32079533
