x_0,x_1,y
3.778480426422619,2.3589290407251906,2.5946963
4.90442252519467,2.6827821251271344,2.9816182
5.3338928397041085,1.575086381069264,2.8130038
7.820677951304712,4.810581961953691,1.0005546
5.639059394148837,2.8368795961670887,2.6004996
2.391551001473241,9.932879757272566,1.3183308
1.239872066263673,5.79968793365439,1.0542575
9.377745466889639,5.664778250542405,1.9529848
8.015629946391075,2.208696301064552,1.0130366
0.22965210288915738,4.086894387149114,1.7723613
8.215289843235476,1.2397799436,1.0645648
5.905977939047688,7.625292522503862,2.3683257
5.188942350349434,3.311592461534769,2.8885813
0.12229179023558912,7.519658333932103,1.8780128
7.808640563844151,3.7169599992947546,1.0010277
1.9806501424125011,9.887572401148455,1.0828209
7.2798121319407905,1.711216222546218,1.1603563
0.15868247365817267,0.015238938833312954,1.8419826
7.963536496661861,5.9482554137838575,1.0059952
0.2303946835504056,9.529532000878381,1.7716382
