x_0,x_1,y
2.465391978769417,8.061766800738255,1.0
2.1460819173170167,1.4552946171476744,1.0
5.471279542305324,4.809936394209524,1.0
6.788544438340626,7.459713380804366,1.0
0.5305176591168059,4.850207076895963,1.0
0.6002260112460844,3.6102206358863875,1.0
7.841706868167898,4.74891305822751,1.0
8.594972509654799,8.486706988741405,1.0
6.0444091634189405,9.904316982839577,1.0
4.28828009706886,6.311432892894356,1.0
8.453164795991858,7.934440426487007,1.0
7.288170327753302,0.14488686159288666,1.0
5.795941984312686,8.803644095245726,1.0
3.197571219487634,9.540497599279181,1.0
1.9799506165681624,5.751693417575705,1.0
4.186730392715157,7.538048620602198,1.0
2.8682257596021152,5.127447429600749,1.0
3.3925858773446094,2.862037404555897,1.0
5.156310553120324,8.522479719830129,1.0
1.6909395695160978,5.968367119959418,1.0
