x_0,x_1,y
3.745361524510411,5.143832465110202,3.7453616
0.8077921387434361,5.887594635650095,0.8077921
3.8729117367532995,7.8986810737974285,3.8729117
6.0020254709258065,6.562398932483586,6.0020256
5.136526718213296,6.08758325129553,5.1365266
6.94541974037274,4.117820274857746,6.94542
0.5548394206791063,4.738084349601387,0.55483943
2.8454061027205615,4.145208293901811,2.845406
8.192305768401022,8.421660300613832,8.192306
0.7989368779136086,2.3000045254839985,0.7989369
8.554859546959575,0.057209315419646245,8.554859
0.9189609207710625,6.513198972262392,0.9189609
8.344542148916963,2.024621836388314,8.3445425
3.6078840107872665,8.901151363098093,3.607884
6.122090632572158,8.590463297066561,6.122091
1.5288711564799817,0.7672737192820589,1.5288712
0.6616872172518085,1.0638840541407735,0.6616872
2.1593820402013506,4.951715922466663,2.159382
1.2785381790869554,6.092226627693547,1.2785382
3.124058976796318,2.7490833748224075,3.124059
